FID,MC,CODE11,CODE01,STATE,DISTRICT,SUBDIST,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y
4372,9.13360405705E+017,3360405705000000, ,Tamilnadu,Kancheepuram,Sholinganallur,80.163925134,12.850459465,80.268188542,12.983426093
4373,9.13360405702E+017,3360405702000000,3303000100000000,Tamilnadu,Kancheepuram,Sriperumbudur,79.733589104,12.783170483,80.190422155,13.056927879
4374,9.13360405703E+017,3360405703000000,3303000200000000,Tamilnadu,Kancheepuram,Tambaram,80.06280515,12.856146322,80.194343582,12.947330677
4375,9.13360405709E+017,3360405709000000,3303000600000000,Tamilnadu,Kancheepuram,Tirukalukundram,79.946281539,12.465061992,80.212143061,12.681041882
4376,9.13360405708E+017,3360405708000000,3303000500000000,Tamilnadu,Kancheepuram,Uthiramerur,79.633705141,12.532573921,79.953781207,12.765946812
4377,9.13362905884E+017,3362905884000000,3330000400000000,Tamilnadu,Kanniyakumari,Agastheeswaram,77.329604712,8.079207414,77.591087424,8.234274496
4378,9.13362905882E+017,3362905882000000,3330000200000000,Tamilnadu,Kanniyakumari,Kalkulam,77.236578368,8.122738831,77.449028095,8.553424278
4379,9.13362905883E+017,3362905883000000,3330000300000000,Tamilnadu,Kanniyakumari,Thovala,77.384361187,8.199706492,77.57757574,8.475242608
4380,9.13362905881E+017,3362905881000000,3330000100000000,Tamilnadu,Kanniyakumari,Vilavancode,77.100029115,8.18428012,77.338577558,8.580659805
4381,9.13361305768E+017,3361305768000000,3314000100000000,Tamilnadu,Karur,Aravakurichi,77.749939043,10.631405172,78.058776877,11.068309254
4382,9.13361305772E+017,3361305772000000, ,Tamilnadu,Karur,Kadavur,78.133712768,10.547427522,78.360099886,10.887808134
4383,9.13361305769E+017,3361305769000000,3314000200000000,Tamilnadu,Karur,Karur,77.917938313,10.763514018,78.219596971,11.093953348
4384,9.1336130577E+017,3361305770000000,3314000300000000,Tamilnadu,Karur,Krishnarayapuram,78.161506635,10.766367583,78.429039022,10.968050884
4385,9.13361305771E+017,3361305771000000,3314000400000000,Tamilnadu,Karur,Kulithalai,78.334533684,10.673224322,78.587089568,10.965190881
4386,9.13363105892E+017,3363105892000000,3305000300000000,Tamilnadu,Krishnagiri,Denkanikottai,77.473014719,12.14814799,78.083488505,12.700890692
4387,9.1336310589E+017,3363105890000000,3305000100000000,Tamilnadu,Krishnagiri,Hosur,77.75611876,12.553194781,78.128494328,12.88792985
4388,9.13363105891E+017,3363105891000000,3305000200000000,Tamilnadu,Krishnagiri,Krishnagiri,78.0496293,12.310667882,78.45095069,12.817930786
4389,9.13363105893E+017,3363105893000000,3305000500000000,Tamilnadu,Krishnagiri,Pochampalli,78.229209861,12.250521012,78.498275818,12.447799481
4390,9.13363105894E+017,3363105894000000,3305000600000000,Tamilnadu,Krishnagiri,Uthangarai,78.352745083,12.138656844,78.672569349,12.409590831
4391,9.13362305836E+017,3362305836000000,3324000200000000,Tamilnadu,Madurai,Madurai North,77.986328246,9.834870809,78.294151308,10.090856264
4392,9.13362305841E+017,3362305841000000,3324000700000000,Tamilnadu,Madurai,Madurai South,77.982307455,9.755804455,78.200767539,9.982598057
4393,9.13362305835E+017,3362305835000000,3324000100000000,Tamilnadu,Madurai,Melur,78.209739775,9.861765645,78.47164919,10.309774881
4394,9.13362305839E+017,3362305839000000,3324000500000000,Tamilnadu,Madurai,Peraiyur,77.464355556,9.563693559,77.944877637,9.933401281
4395,9.1336230584E+017,3362305840000000,3324000600000000,Tamilnadu,Madurai,Thirumangalam,77.814811701,9.625664749,78.089393723,9.96743298
4396,9.13362305838E+017,3362305838000000,3324000400000000,Tamilnadu,Madurai,Usilampatti,77.674407999,9.854642636,77.982307455,10.076085014
4397,9.13362305837E+017,3362305837000000,3324000300000000,Tamilnadu,Madurai,Vadipatti,77.876762488,9.964679194,78.183784531,10.189759643
4398,9.133618058E+017,3361805800000000,3319000500000000,Tamilnadu,Nagapattinam,Kilvelur,79.660202127,10.543710134,79.859611586,10.833991369
4399,9.13361805797E+017,3361805797000000, ,Tamilnadu,Nagapattinam,Kuthalam,79.509857259,10.958064029,79.677955742,11.116726614
4400,9.13361805796E+017,3361805796000000,3319000200000000,Tamilnadu,Nagapattinam,Mayiladuthurai,79.523559639,11.054100017,79.721931537,11.254956586
4401,9.13361805799E+017,3361805799000000,3319000400000000,Tamilnadu,Nagapattinam,Nagapattinam,79.643844701,10.679842515,79.852768077,10.941165885
4402,9.13361805795E+017,3361805795000000,3319000100000000,Tamilnadu,Nagapattinam,Sirkali,79.643669038,11.11179115,79.858215272,11.421009043
4403,9.13361805798E+017,3361805798000000,3319000300000000,Tamilnadu,Nagapattinam,Tharangambadi,79.671714925,10.98320793,79.858215272,11.149908115
4404,9.13361805801E+017,3361805801000000,3319000600000000,Tamilnadu,Nagapattinam,Thirukkuvalai,79.654350226,10.527655041,79.797538735,10.680602827
4405,9.13361805802E+017,3361805802000000,3319000700000000,Tamilnadu,Nagapattinam,Vedaranyam,79.638625988,10.27195865,79.879325754,10.583473802
4406,9.13360905747E+017,3360905747000000,3309000300000000,Tamilnadu,Namakkal,Namakkal,78.040641825,11.011569325,78.466323839,11.425038295
4407,9.13360905748E+017,3360905748000000,3309000400000000,Tamilnadu,Namakkal,Paramathi-Velur,77.861236646,11.062185838,78.139534102,11.304445335
4408,9.13360905746E+017,3360905746000000,3309000200000000,Tamilnadu,Namakkal,Rasipuram,78.049560649,11.325670735,78.486702053,11.594107612
4409,9.13360905745E+017,3360905745000000,3309000100000000,Tamilnadu,Namakkal,Tiruchengode,77.683479375,11.245816425,78.13673406,11.528333257
4410,9.13361505784E+017,3361505784000000,3316000300000000,Tamilnadu,Perambalur,Kunnam,78.653106715,11.052467917,79.169990211,11.404782874
4411,9.13361505783E+017,3361505783000000,3316000200000000,Tamilnadu,Perambalur,Perambalur,78.703926108,11.134851878,78.944786214,11.321062947
4412,9.13361505782E+017,3361505782000000,3316000100000000,Tamilnadu,Perambalur,Veppanthattai,78.632774442,11.280481787,78.996910003,11.520058567
4413,9.13362105824E+017,3362105824000000,3322000600000000,Tamilnadu,Pudukkottai,Alangudi,78.832740769,10.224514002,79.151824914,10.412920233
4414,9.13362105826E+017,3362105826000000,3322000700000000,Tamilnadu,Pudukkottai,Aranthangi,78.921333413,10.080770506,79.216354478,10.318877588
4415,9.13362105828E+017,3362105828000000,3322000900000000,Tamilnadu,Pudukkottai,Avudayarkoil,78.923629886,9.847047348,79.152999811,10.141355067
4416,9.1336210582E+017,3362105820000000,3322000300000000,Tamilnadu,Pudukkottai,Gandarvakkottai,78.911727817,10.427388656,79.145683211,10.723036108
4417,9.13362105818E+017,3362105818000000,3322000100000000,Tamilnadu,Pudukkottai,Iluppur,78.449630826,10.347715804,78.789779753,10.707449133
4418,9.13362105825E+017,3362105825000000, ,Tamilnadu,Pudukkottai,Karambakudi,78.915489259,10.36510504,79.243728792,10.589616668
4419,9.13362105819E+017,3362105819000000,3322000200000000,Tamilnadu,Pudukkottai,Kulathur,78.620407067,10.415806514,78.990554695,10.732853405
4420,9.13362105827E+017,3362105827000000,3322000800000000,Tamilnadu,Pudukkottai,Manamelkudi,79.076690746,9.918407788,79.263839716,10.141052928
4421,9.13362105823E+017,3362105823000000, ,Tamilnadu,Pudukkottai,Ponnamaravathi,78.427459792,10.187967538,78.700630222,10.444861437
4422,9.13362105821E+017,3362105821000000,3322000400000000,Tamilnadu,Pudukkottai,Pudukkottai,78.767082218,10.330260227,79.035858162,10.563644721
4423,9.13362105822E+017,3362105822000000,3322000500000000,Tamilnadu,Pudukkottai,Thirumayam,78.635604828,10.121351399,78.956619232,10.361531771
4424,9.13362605859E+017,3362605859000000,3327000500000000,Tamilnadu,Ramanathapuram,Kadaladi,78.276130663,9.082592777,78.73184966,9.310349484
4425,9.13362605858E+017,3362605858000000,3327000400000000,Tamilnadu,Ramanathapuram,Kamuthi,78.215530408,9.20302405,78.487091069,9.530063098
4426,9.13362605857E+017,3362605857000000,3327000300000000,Tamilnadu,Ramanathapuram,Mudukulathur,78.439010725,9.256769151,78.6921311,9.501678602
4427,9.13362605856E+017,3362605856000000,3327000200000000,Tamilnadu,Ramanathapuram,Paramakudi,78.368530363,9.339083797,78.857276955,9.622421462
4428,9.1336260586E+017,3362605860000000,3327000600000000,Tamilnadu,Ramanathapuram,Ramanathapuram,78.672409151,9.150541423,79.191650408,9.569565592
4429,9.13362605861E+017,3362605861000000,3327000700000000,Tamilnadu,Ramanathapuram,Rameswaram,79.176711914,9.111160524,79.491539067,9.325816075
4430,9.13362605855E+017,3362605855000000,3327000100000000,Tamilnadu,Ramanathapuram,Tiruvadanai,78.701087979,9.534509384,79.114044133,9.946170038
4431,9.13360805743E+017,3360805743000000,3308000800000000,Tamilnadu,Salem,Attur,78.408905073,11.458603595,78.845024157,11.863957591
4432,9.13360805738E+017,3360805738000000,3308000300000000,Tamilnadu,Salem,Edappadi,77.739410459,11.52027602,77.967956635,11.737970184
4433,9.13360805744E+017,3360805744000000,3308000900000000,Tamilnadu,Salem,Gangavalli,78.426460289,11.314553099,78.822242756,11.568127586
4434,9.13360805736E+017,3360805736000000,3308000100000000,Tamilnadu,Salem,Mettur,77.64939127,11.631386217,78.059143074,11.949725708
4435,9.13360805737E+017,3360805737000000,3308000200000000,Tamilnadu,Salem,Omalur,77.90161905,11.618518397,78.252700862,11.975244103
4436,9.1336080574E+017,3360805740000000,3308000500000000,Tamilnadu,Salem,Salem,77.997512889,11.511435317,78.319954028,11.781912731
4437,9.13360805739E+017,3360805739000000,3308000400000000,Tamilnadu,Salem,Sankari,77.696235766,11.409266168,78.042549223,11.651436317
4438,9.13360805742E+017,3360805742000000,3308000700000000,Tamilnadu,Salem,Vazhapadi,78.219261157,11.530594407,78.476066677,11.876122318
4439,9.13360805741E+017,3360805741000000,3308000600000000,Tamilnadu,Salem,Yercaud,78.127868729,11.709906134,78.368042087,11.935874195
4440,9.13362205831E+017,3362205831000000,3323000300000000,Tamilnadu,Sivaganga,Devakottai,78.68994913,9.722361656,79.014534106,10.06162882
4441,9.13362205834E+017,3362205834000000,3323000600000000,Tamilnadu,Sivaganga,Ilayangudi,78.526001054,9.519506011,78.823440583,9.720266857
4442,9.1336220583E+017,3362205830000000,3323000200000000,Tamilnadu,Sivaganga,Karaikkudi,78.573562645,9.880263938,78.986351091,10.212119831
4443,9.13362205833E+017,3362205833000000,3323000500000000,Tamilnadu,Sivaganga,Manamadurai,78.126152026,9.583045972,78.569938761,9.87595286
4444,9.13362205832E+017,3362205832000000,3323000400000000,Tamilnadu,Sivaganga,Sivaganga,78.253562991,9.66479336,78.735862739,10.034195813
4445,9.13362205829E+017,3362205829000000,3323000100000000,Tamilnadu,Sivaganga,Tirupathur,78.380630463,10.003673787,78.722488437,10.407938956
4446,9.13362005811E+017,3362005811000000,3321000200000000,Tamilnadu,Thanjavur,Kumbakonam,79.279525819,10.86209994,79.519561765,11.062638167
4447,9.13362005815E+017,3362005815000000,3321000600000000,Tamilnadu,Thanjavur,Orathanadu,79.126792836,10.399513726,79.402404782,10.754509007
4448,9.13362005812E+017,3362005812000000,3321000300000000,Tamilnadu,Thanjavur,Papanasam,79.138503962,10.715271682,79.373634331,11.018386884
4449,9.13362005816E+017,3362005816000000,3321000700000000,Tamilnadu,Thanjavur,Pattukkottai,79.144523511,10.264441973,79.507934538,10.560219683
4450,9.13362005817E+017,3362005817000000,3321000800000000,Tamilnadu,Thanjavur,Peravurani,79.116561802,10.139564523,79.298973186,10.356301622
4451,9.13362005814E+017,3362005814000000,3321000500000000,Tamilnadu,Thanjavur,Thanjavur,78.864036531,10.614686498,79.22071069,10.893556613
4452,9.13362005813E+017,3362005813000000,3321000400000000,Tamilnadu,Thanjavur,Thiruvaiyaru,78.778236378,10.795091906,79.151824859,10.935186013
4453,9.1336200581E+017,3362005810000000,3321000100000000,Tamilnadu,Thanjavur,Thiruvidaimarudur,79.394832455,10.960708024,79.573921312,11.181320833
4454,9.13361105758E+017,3361105758000000,3311000500000000,Tamilnadu,The Nilgiris,Coonoor,76.671352522,11.245293603,76.879562499,11.396996138
4455,9.13361105755E+017,3361105755000000,3311000200000000,Tamilnadu,The Nilgiris,Gudalur,76.358237379,11.384059843,76.616691175,11.705886349
4456,9.13361105757E+017,3361105757000000,3311000400000000,Tamilnadu,The Nilgiris,Kotagiri,76.748341623,11.348243969,77.01584636,11.586134833
4457,9.13361105759E+017,3361105759000000,3311000600000000,Tamilnadu,The Nilgiris,Kundah,76.446975901,11.188207743,76.706771642,11.367450278
4458,9.13361105754E+017,3361105754000000,3311000100000000,Tamilnadu,The Nilgiris,Panthalur,76.233078424,11.435733236,76.457147147,11.600369434
4459,9.13361105756E+017,3361105756000000,3311000300000000,Tamilnadu,The Nilgiris,Udhagamandalam,76.478435007,11.323143744,76.871574398,11.618909822
4460,9.13362405846E+017,3362405846000000,3325000500000000,Tamilnadu,Theni,Andipatti,77.351959406,9.519038474,77.71334081,10.08672992
4461,9.13362405842E+017,3362405842000000,3325000100000000,Tamilnadu,Theni,Bodinayakanur,77.201973067,9.899498317,77.501434418,10.159616624
4462,9.13362405843E+017,3362405843000000,3325000200000000,Tamilnadu,Theni,Periyakulam,77.464714156,10.008810543,77.729461765,10.216079277
4463,9.13362405844E+017,3362405844000000,3325000300000000,Tamilnadu,Theni,Theni,77.381454559,9.854824281,77.521919309,10.092094019
4464,9.13362405845E+017,3362405845000000,3325000400000000,Tamilnadu,Theni,Uthamapalayam,77.167266946,9.573442047,77.491882403,9.959711574
4465,9.133602057E+017,3360205700000000,3301000800000000,Tamilnadu,Thiruvallur,Ambattur,80.028869722,13.019510954,80.203125069,13.204533173
4466,9.13360205693E+017,3360205693000000,3301000100000000,Tamilnadu,Thiruvallur,Gummidipoondi,79.936027579,13.311014332,80.201606639,13.5595548755
4467,9.13360205701E+017,3360205701000000, ,Tamilnadu,Thiruvallur,Mathavaram,80.134285102,13.125847976,80.329429538,13.233459106
4468,9.13360205697E+017,3360205697000000,3301000500000000,Tamilnadu,Thiruvallur,Pallipattu,79.285743702,13.060613298,79.581863454,13.3374263853
4469,9.13360205694E+017,3360205694000000,3301000200000000,Tamilnadu,Thiruvallur,Ponneri,80.073616025,13.17848999,80.346298304,13.4967053572
4470,9.13360205699E+017,3360205699000000,3301000700000000,Tamilnadu,Thiruvallur,Poonamallee,79.97752367,13.012603243,80.132911755,13.137514612
4471,9.13360205698E+017,3360205698000000,3301000600000000,Tamilnadu,Thiruvallur,Thiruvallur,79.7342659552,12.94649492,80.116386433,13.3165326083
4472,9.13360205696E+017,3360205696000000,3301000400000000,Tamilnadu,Thiruvallur,Tiruttani,79.470504848,13.022201047,79.825019914,13.2955545236
4473,9.13360205695E+017,3360205695000000,3301000300000000,Tamilnadu,Thiruvallur,Uthukkottai,79.8028235522,13.198712951,80.133766132,13.3576293678
4474,9.13361905804E+017,3361905804000000,3320000200000000,Tamilnadu,Thiruvarur,Kodavasal,79.423500042,10.725821522,79.642990125,10.981553172
4475,9.13361905808E+017,3361905808000000,3320000600000000,Tamilnadu,Thiruvarur,Mannargudi,79.299728335,10.432854166,79.610847506,10.746173652
4476,9.13361905805E+017,3361905805000000,3320000300000000,Tamilnadu,Thiruvarur,Nannilam,79.540588262,10.794948934,79.762817296,11.016370967
4477,9.13361905807E+017,3361905807000000,3320000500000000,Tamilnadu,Thiruvarur,Needamangalam,79.340812648,10.644663578,79.646942267,10.798772147
4478,9.13361905809E+017,3361905809000000,3320000700000000,Tamilnadu,Thiruvarur,Thiruthuraipoondi,79.451530449,10.273528059,79.776374855,10.660226972
4479,9.13361905806E+017,3361905806000000,3320000400000000,Tamilnadu,Thiruvarur,Thiruvarur,79.579048166,10.639853246,79.731643682,10.831490387
4480,9.13361905803E+017,3361905803000000,3320000100000000,Tamilnadu,Thiruvarur,Valangaiman,79.273140052,10.770636183,79.464874283,10.927270356
4481,9.13362705863E+017,3362705863000000,3328000200000000,Tamilnadu,Thoothukkudi,Ettayapuram,77.911766179,8.998300328,78.127700894,9.361921493
4482,9.13362705862E+017,3362705862000000,3328000100000000,Tamilnadu,Thoothukkudi,Kovilpatti,77.673568754,8.880876763,77.981979385,9.268810948
4483,9.13362705865E+017,3362705865000000,3328000400000000,Tamilnadu,Thoothukkudi,Ottapidaram,77.787979167,8.808717955,78.214859023,9.05528746
4484,9.13362705869E+017,3362705869000000,3328000800000000,Tamilnadu,Thoothukkudi,Sathankulam,77.80802167,8.323013299,78.012039194,8.567880637
4485,9.13362705867E+017,3362705867000000,3328000600000000,Tamilnadu,Thoothukkudi,Srivaikuntam,77.783416783,8.546081714,78.158012374,8.844391019
4486,9.13362705866E+017,3362705866000000,3328000500000000,Tamilnadu,Thoothukkudi,Thoothukkudi,77.924675001,8.661184504,78.205909729,8.850887549
4487,9.13362705868E+017,3362705868000000,3328000700000000,Tamilnadu,Thoothukkudi,Tiruchendur,77.881614694,8.348969232,78.141807543,8.656863374
4488,9.13362705864E+017,3362705864000000,3328000300000000,Tamilnadu,Thoothukkudi,Vilathikulam,78.055053805,8.964513998,78.391265939,9.372078678
4489,9.13361405777E+017,3361405777000000,3315000500000000,Tamilnadu,Tiruchirappalli,Lalgudi,78.712913476,10.836509223,79.014816302,11.102185791
4490,9.13361405776E+017,3361405776000000,3315000400000000,Tamilnadu,Tiruchirappalli,Manachanallur,78.5780487,10.862001568,78.817108148,11.122082595
4491,9.13361405781E+017,3361405781000000,3315000800000000,Tamilnadu,Tiruchirappalli,Manapparai,78.171707262,10.293665338,78.646324191,10.745524856
4492,9.13361405774E+017,3361405774000000,3315000200000000,Tamilnadu,Tiruchirappalli,Musiri,78.325988858,10.886425052,78.720291162,11.208285849
4493,9.13361405778E+017,3361405778000000,3315000600000000,Tamilnadu,Tiruchirappalli,Srirangam,78.460845945,10.641161057,78.816848824,10.921622168
4494,9.1336140578E+017,3361405780000000, ,Tamilnadu,Tiruchirappalli,Thiruverumbur,78.708099459,10.641545452,78.880454975,10.837676204
4495,9.13361405773E+017,3361405773000000,3315000100000000,Tamilnadu,Tiruchirappalli,Thottiyam,78.164749212,10.952995669,78.424957365,11.093683065
4496,9.13361405775E+017,3361405775000000,3315000300000000,Tamilnadu,Tiruchirappalli,Thuraiyur,78.415329035,11.048864862,78.751388636,11.404340636
4497,9.13361405779E+017,3361405779000000,3315000700000000,Tamilnadu,Tiruchirappalli,Tiruchirappalli,78.645622287,10.730337133,78.762687726,10.855080264
4498,9.13362805875E+017,3362805875000000,3329000600000000,Tamilnadu,Tirunelveli,Alangulam,77.384529241,8.760480595,77.595413298,8.947143816
4499,9.13362805878E+017,3362805878000000,3329000900000000,Tamilnadu,Tirunelveli,Ambasamudram,77.173309425,8.532388933,77.662750372,8.880970932
4500,9.13362805879E+017,3362805879000000,3329001000000000,Tamilnadu,Tirunelveli,Nanguneri,77.36738594,8.357524886,77.860809442,8.628350385
4501,9.13362805877E+017,3362805877000000,3329000800000000,Tamilnadu,Tirunelveli,Palayamkottai,77.62667854,8.598130268,77.853561498,8.840512958
4502,9.1336280588E+017,3362805880000000,3329001100000000,Tamilnadu,Tirunelveli,Radhapuram,77.532363978,8.143145586,77.975868263,8.4399023
4503,9.13362805871E+017,3362805871000000,3329000200000000,Tamilnadu,Tirunelveli,Sankarankoil,77.390388618,8.917739099,77.745994671,9.376904676
4504,9.13362805874E+017,3362805874000000,3329000500000000,Tamilnadu,Tirunelveli,Shenkottai,77.149238702,8.919848669,77.335403557,9.124686004
4505,9.1336280587E+017,3362805870000000,3329000100000000,Tamilnadu,Tirunelveli,Sivagiri,77.267151074,9.124671851,77.5519868,9.418393151
4506,9.13362805873E+017,3362805873000000,3329000400000000,Tamilnadu,Tirunelveli,Tenkasi,77.219650415,8.861857451,77.427055473,9.200207494
4507,9.13362805876E+017,3362805876000000,3329000700000000,Tamilnadu,Tirunelveli,Tirunelveli,77.557190033,8.668867213,77.821548578,8.955748446
4508,9.13362805872E+017,3362805872000000,3329000300000000,Tamilnadu,Tirunelveli,Veerakeralamputhur,77.392707956,8.904776542,77.62284856,9.085491265
4509,9.13363305903E+017,3363305903000000,3312000200000000,Tamilnadu,Tiruppur,Avanashi,77.117752182,11.105744495,77.51860056,11.350545018
4510,9.13363305902E+017,3363305902000000,3310000700000000,Tamilnadu,Tiruppur,Dharapuram,77.276039185,10.60584015,77.89120487,10.912320755
4511,9.13363305901E+017,3363305901000000,3310000600000000,Tamilnadu,Tiruppur,Kangeyam,77.413223372,10.853187325,77.790969872,11.125441224
4512,9.13363305907E+017,3363305907000000, ,Tamilnadu,Tiruppur,Madathukulam,77.133514483,10.434455095,77.417503427,10.804858703
4513,9.13363305905E+017,3363305905000000,3312000400000000,Tamilnadu,Tiruppur,Palladam,77.15541851,10.851747669,77.422027678,11.101955154
4514,9.13363305904E+017,3363305904000000,3312000300000000,Tamilnadu,Tiruppur,Tiruppur,77.239357108,10.926175566,77.503044173,11.202370242
4515,9.13363305906E+017,3363305906000000,3312000800000000,Tamilnadu,Tiruppur,Udumalaipettai,77.043708889,10.23055108,77.350463931,10.637445914
4516,9.13360605721E+017,3360605721000000,3306000100000000,Tamilnadu,Tiruvannamalai,Arani,79.105163557,12.478814402,79.396484508,12.82209566
4517,9.13360605725E+017,3360605725000000,3306000500000000,Tamilnadu,Tiruvannamalai,Chengam,78.633140597,12.115084045,79.047508253,12.585213286
4518,9.13360605722E+017,3360605722000000,3306000200000000,Tamilnadu,Tiruvannamalai,Cheyyar,79.314834615,12.537945119,79.746742276,12.872294315
4519,9.13360605724E+017,3360605724000000,3306000400000000,Tamilnadu,Tiruvannamalai,Polur,78.835899229,12.372806922,79.363906759,12.756645857
4520,9.13360605726E+017,3360605726000000, ,Tamilnadu,Tiruvannamalai,Thandrampet,78.663879401,11.980014232,79.046691862,12.251972665
4521,9.13360605727E+017,3360605727000000,3306000600000000,Tamilnadu,Tiruvannamalai,Tiruvannamalai,79.001327494,12.020077815,79.290168745,12.435899276
4522,9.13360605723E+017,3360605723000000,3306000300000000,Tamilnadu,Tiruvannamalai,Vandavasi,79.301940828,12.34317976,79.756896861,12.614054592
4523,9.13360505719E+017,3360505719000000, ,Tamilnadu,Vellore,Ambur,78.588371278,12.641451765,78.920936635,12.906877371
4524,9.13360505715E+017,3360505715000000,3304000400000000,Tamilnadu,Vellore,Arakonam,79.425987215,12.849694273,79.789802436,13.208327863
4525,9.13360505716E+017,3360505716000000,3304000500000000,Tamilnadu,Vellore,Arcot,79.179428043,12.627423421,79.477508546,12.924100786
4526,9.13360505712E+017,3360505712000000,3304000100000000,Tamilnadu,Vellore,Gudiyatham,78.603646909,12.814095179,79.0346597394,13.0990885885
4527,9.13360505713E+017,3360505713000000,3304000200000000,Tamilnadu,Vellore,Katpadi,78.889686612,12.911585691,79.296737665,13.1607413153
4528,9.1336050572E+017,3360505720000000,3304000800000000,Tamilnadu,Vellore,Tirupathur,78.40784452,12.258147046,78.859825241,12.6462252712
4529,9.13360505718E+017,3360505718000000,3304000700000000,Tamilnadu,Vellore,Vaniyambadi,78.4698406919,12.448301868,78.841125645,12.7823006827
4530,9.13360505717E+017,3360505717000000,3304000600000000,Tamilnadu,Vellore,Vellore,78.769042937,12.630931386,79.219238226,12.955226107
4531,9.13360505714E+017,3360505714000000,3304000300000000,Tamilnadu,Vellore,Wallajah,79.190460248,12.841522288,79.474670546,13.148547704
4532,9.13360705728E+017,3360705728000000,3307000100000000,Tamilnadu,Viluppuram,Gingee,79.200729419,12.073278429,79.570816045,12.449619833
4533,9.13360705734E+017,3360705734000000,3307000700000000,Tamilnadu,Viluppuram,Kallakkurichi,78.776405409,11.502935932,79.194084218,11.869932531
4534,9.13360705733E+017,3360705733000000,3307000600000000,Tamilnadu,Viluppuram,Sankarapuram,78.626991245,11.64017976,79.139457842,12.06699516
4535,9.13360705729E+017,3360705729000000,3307000200000000,Tamilnadu,Viluppuram,Tindivanam,79.515693569,12.043558572,80.004776003,12.37484385
4536,9.13360705732E+017,3360705732000000,3307000500000000,Tamilnadu,Viluppuram,Tirukkoyilur,78.989066965,11.824137784,79.436210611,12.081552669
4537,9.13360705735E+017,3360705735000000,3307000800000000,Tamilnadu,Viluppuram,Ulundurpettai,79.120139984,11.601717077,79.484489411,11.893181176
4538,9.1336070573E+017,3360705730000000,3307000300000000,Tamilnadu,Viluppuram,Vanur,79.587532082,11.921858583,79.867858888,12.18496192
4539,9.13360705731E+017,3360705731000000,3307000400000000,Tamilnadu,Viluppuram,Viluppuram,79.291923538,11.797946003,79.739990322,12.14934479
4540,9.13362505853E+017,3362505853000000,3326000700000000,Tamilnadu,Virudhunagar,Aruppukkottai,77.950843913,9.262486601,78.379425141,9.587399011
4541,9.13362505851E+017,3362505851000000,3326000500000000,Tamilnadu,Virudhunagar,Kariapatti,77.989509563,9.544273586,78.257034383,9.785841403
4542,9.13362505847E+017,3362505847000000,3326000100000000,Tamilnadu,Virudhunagar,Rajapalayam,77.340584054,9.292812067,77.675987345,9.512729636
4543,9.13362505854E+017,3362505854000000,3326000800000000,Tamilnadu,Virudhunagar,Sattur,77.705711384,9.199756519,78.081565868,9.444567917
4544,9.13362505849E+017,3362505849000000,3326000300000000,Tamilnadu,Virudhunagar,Sivakasi,77.627433858,9.283265018,77.897033818,9.649369579
4545,9.13362505848E+017,3362505848000000,3326000200000000,Tamilnadu,Virudhunagar,Srivilliputhur,77.400352574,9.413933507,77.797576899,9.707521099
4546,9.13362505852E+017,3362505852000000,3326000600000000,Tamilnadu,Virudhunagar,Tiruchuli,78.136863752,9.441169972,78.418540954,9.767515724
4547,9.1336250585E+017,3362505850000000,3326000400000000,Tamilnadu,Virudhunagar,Virudhunagar,77.799156319,9.391315211,78.053749144,9.651187439
4548,9.10914600766E+017,914600766000000,915000200000000,Uttar Pradesh,Agra,Agra,77.854835539,27.041328696,78.219696104,27.291296453
4549,9.1091460077E+017,914600770000000,915000600000000,Uttar Pradesh,Agra,Bah,78.200355853,26.747395097,78.851554876,26.99099281
4550,9.10914600765E+017,914600765000000,915000100000000,Uttar Pradesh,Agra,Etmadpur,77.971427935,27.170855474,78.268455598,27.412238236
4551,9.10914600769E+017,914600769000000,915000500000000,Uttar Pradesh,Agra,Fatehabad,77.968666013,26.93219881,78.455260324,27.122229563
4552,9.10914600768E+017,914600768000000,915000400000000,Uttar Pradesh,Agra,Kheragarh,77.44316116,26.732391888,78.12208943,27.05897657
4553,9.10914600767E+017,914600767000000,915000300000000,Uttar Pradesh,Agra,Kiraoli,77.504325804,26.996963571,77.923255942,27.294258756
4554,9.10914300754E+017,914300754000000,912000300000000,Uttar Pradesh,Aligarh,Atrauli,78.204566916,27.795445012,78.62056733,28.155531795
4555,9.10914300753E+017,914300753000000,912000200000000,Uttar Pradesh,Aligarh,Gabhana,77.716285811,27.93021207,78.183563242,28.168509683
4556,9.10914300756E+017,914300756000000,912000500000000,Uttar Pradesh,Aligarh,Iglas,77.782409642,27.572447752,78.054618909,27.90514345
4557,9.10914300752E+017,914300752000000,912000100000000,Uttar Pradesh,Aligarh,Khair,77.478302029,27.844447867,77.952598613,28.111843877
4558,9.10914300755E+017,914300755000000,912000400000000,Uttar Pradesh,Aligarh,Koil,77.922996581,27.664685548,78.41676331,28.111426008
4559,9.1091750089E+017,917500890000000,945000300000000,Uttar Pradesh,Allahabad,Allahabad,81.630386532,25.325894388,81.916435066,25.510006209
4560,9.10917500891E+017,917500891000000,945000400000000,Uttar Pradesh,Allahabad,Bara,81.520096048,25.029623864,81.840804854,25.349694166
4561,9.10917500893E+017,917500893000000,945000600000000,Uttar Pradesh,Allahabad,Handia,82.038017005,25.265984538,82.353325121,25.598732881
